n.sampling,p.sampling,surface.ha,date.sampling,date.analysis,flow.condition,temperature,pH,conductivity,O2,TP,TDP,SRP,DOC,DIC,abs254nm,SUVA254nm,aromaticiy,fluoride,chloride,nitrite,sulfate,bromide,nitrate
16,P05,431,18/12/2018,19/12/2018,F,7.7,7.14,336.0,11.1,0.069,0.037,0.022,8.7,6.3,0.271,3.12,23.94,0.02,34.5,0.318,29.5,0.099,44.2
16,P06,7239,18/12/2018,19/12/2018,LF,7.8,7.25,284.0,11.4,0.056,0.033,0.018,9.5,6.0,0.334,3.52,26.6,0.02,36.2,0.226,21.3,0.08,26.3
16,P07,361,18/12/2018,19/12/2018,LF,8.6,7.12,312.0,10.9,0.043,0.019,0.011,8.0,6.2,0.264,3.3,25.16,0.02,35.4,0.221,18.5,0.095,51.0
16,P08,1279,18/12/2018,19/12/2018,LF,8.3,7.17,321.0,11.2,0.058,0.025,0.016,4.6,7.4,0.142,3.1,23.85,0.08,29.9,0.29,18.3,0.094,59.1
16,P09,12044,18/12/2018,19/12/2018,F,7.7,7.22,316.0,11.5,0.055,0.027,0.017,8.5,7.6,0.272,3.2,24.5,0.27,36.0,0.274,25.5,0.088,33.8
16,P10,5326,18/12/2018,19/12/2018,F,7.9,7.14,322.0,10.7,0.102,0.049,0.038,9.5,7.7,0.277,2.93,22.73,0.08,35.4,0.337,22.0,0.085,41.1
16,P11,155,18/12/2018,19/12/2018,LF,8.9,6.88,306.0,10.25,0.17,0.086,0.069,5.9,6.8,0.162,2.75,21.56,0.03,32.2,0.416,18.3,0.085,45.5
16,P12,178,18/12/2018,19/12/2018,LF,8.2,6.05,170.0,10.92,0.033,0.02,0.016,6.9,1.1,0.231,3.33,25.33,0.04,32.8,,7.8,0.08,12.4
16,P13,138,18/12/2018,19/12/2018,LF,8.3,6.32,189.0,10.75,0.028,0.019,0.012,4.5,3.4,0.101,2.22,18.12,0.05,27.4,0.171,11.9,0.085,20.2
16,P14,181,18/12/2018,19/12/2018,LF,8.2,4.87,139.0,10.9,0.021,0.013,0.01,5.0,0.6,0.121,2.43,19.45,0.06,30.4,,6.3,0.076,4.5
16,P15,80,18/12/2018,19/12/2018,VLF,9.0,4.88,141.0,9.7,0.017,0.012,0.009,4.8,0.8,0.111,2.32,18.74,0.11,30.2,,7.5,0.086,4.6
16,P16,500,18/12/2018,19/12/2018,LF,7.8,6.28,198.0,11.14,0.031,0.016,0.011,5.0,3.2,0.15,3.02,23.31,0.07,25.5,0.069,8.0,0.077,30.4
16,P17,547,18/12/2018,19/12/2018,LF,9.0,6.7,318.0,10.95,0.048,0.024,0.016,4.5,5.5,0.137,3.09,23.76,0.09,27.0,0.229,20.3,0.078,65.2
16,P18,1439,18/12/2018,19/12/2018,F,6.9,6.72,209.0,11.58,0.045,0.021,0.012,5.1,2.1,0.134,2.64,20.85,0.06,24.6,,24.1,0.077,21.8
16,P19,587,18/12/2018,19/12/2018,LF,8.8,6.82,341.0,11.07,0.053,0.032,0.023,5.0,4.8,0.164,3.27,24.95,0.1,29.9,0.185,18.7,0.079,76.7
16,P20,933,18/12/2018,19/12/2018,LF,8.6,6.94,279.0,10.8,0.072,0.052,0.036,6.5,5.8,0.215,3.32,25.28,0.07,26.9,0.296,17.5,0.086,46.4
16,P21,459,18/12/2018,19/12/2018,,,,,,,,,,,,,,,,,,,
16,P22,1092,18/12/2018,19/12/2018,LF,8.4,7.0,309.0,11.2,0.059,0.033,0.02,6.3,5.4,0.206,3.27,24.97,0.07,33.2,0.216,26.1,0.101,42.8
16,P23,458,18/12/2018,19/12/2018,LF,8.4,6.87,288.0,10.9,0.048,0.025,0.015,6.4,6.2,0.2,3.14,24.09,0.07,30.9,0.218,27.3,0.09,32.2
16,P24,145,18/12/2018,19/12/2018,LF,8.6,6.69,348.0,9.7,0.033,0.027,0.017,5.5,4.3,0.174,,,0.06,36.0,0.14,21.4,0.087,69.2
16,P25,414,18/12/2018,19/12/2018,LF,8.9,6.72,350.0,10.9,0.05,0.029,0.017,5.4,5.5,0.163,3.04,23.44,0.09,36.0,0.21,18.9,0.093,67.9
16,P26,113,18/12/2018,19/12/2018,NF,,,,,,,,,,,,,,,,,,
16,P27,1390,18/12/2018,19/12/2018,LF,8.4,7.08,335.0,10.7,0.2,0.144,0.122,7.4,6.7,0.247,3.32,25.25,0.09,34.9,0.593,19.7,0.082,53.7
16,P28,2363,18/12/2018,19/12/2018,F,7.9,7.08,160.0,11.25,0.102,0.056,0.041,8.5,4.2,0.273,3.2,24.51,0.07,30.4,0.224,16.0,0.086,31.1
16,P29,156,18/12/2018,19/12/2018,LF,8.4,6.89,219.0,11.26,0.039,0.023,0.015,6.8,2.5,0.231,3.42,25.93,0.04,22.7,0.119,14.3,0.073,39.5
16,P1sup,3484,18/12/2018,19/12/2018,LF,7.9,7.23,247.0,11.4,0.046,0.026,0.016,7.9,5.7,0.252,3.18,24.35,0.02,31.3,0.221,21.1,0.088,16.8
16,P2sup,8951,18/12/2018,19/12/2018,F,7.9,7.2,321.0,10.9,0.09,0.041,0.029,9.4,8.8,0.248,2.63,20.76,0.07,34.5,0.304,23.1,0.085,42.7
16,P3sup,25540,18/12/2018,19/12/2018,F,7.7,7.21,303.0,11.2,0.087,0.045,0.027,8.9,6.3,0.282,3.18,24.38,0.03,34.2,0.257,22.5,0.084,36.1
16,YV2,30025,18/12/2018,19/12/2018,F,7.6,7.03,294.0,11.45,0.097,0.043,0.027,8.4,6.0,0.278,3.29,25.07,0.08,32.8,0.253,21.9,0.082,35.3
17,P01,1262,08/01/2019,09/01/2019,LF,8.0,6.81,193.0,11.6,0.03,0.014,0.013,4.6,4.0,0.13,2.82,22.03,0.02,24.9,0.165,17.1,0.103,13.4
17,P02,553,08/01/2019,09/01/2019,VLF,8.3,6.86,236.0,11.3,0.039,0.072,0.017,5.3,5.1,0.189,3.58,26.95,0.14,28.9,0.204,12.5,0.106,31.8
17,P03,629,08/01/2019,09/01/2019,VLF,8.4,6.92,243.0,11.2,0.025,0.018,0.013,6.2,4.2,0.211,3.42,25.94,0.16,30.6,0.165,13.4,0.089,34.5
17,P04,599,08/01/2019,09/01/2019,LF,7.6,7.17,269.0,11.9,0.067,0.031,0.019,6.6,6.2,0.224,3.4,25.81,0.02,31.1,0.253,15.9,0.094,34.6
17,P05,431,08/01/2019,09/01/2019,LF,7.9,7.19,324.0,11.5,0.054,0.024,0.017,4.8,7.1,0.173,3.59,27.06,0.23,31.8,0.272,22.2,0.111,51.3
17,P06,7239,08/01/2019,09/01/2019,VLF,7.9,7.23,265.0,11.7,0.047,0.024,0.018,4.4,5.8,0.135,3.05,23.49,0.04,33.9,0.272,19.4,0.114,24.3
17,P07,361,08/01/2019,09/01/2019,LF,9.1,7.18,290.0,11.3,0.055,0.016,0.011,3.8,4.6,0.139,3.61,27.16,0.04,33.4,0.175,9.9,0.117,58.4
17,P08,1279,08/01/2019,09/01/2019,LF,8.4,7.25,301.0,11.5,0.05,0.027,0.019,2.8,7.4,0.088,3.1,23.84,0.1,30.0,0.271,16.4,0.11,49.9
17,P09,12044,08/01/2019,09/01/2019,LF,7.7,7.23,307.0,11.9,0.038,0.02,0.016,4.0,6.6,0.15,3.73,27.92,0.05,33.9,0.243,20.5,0.108,43.5
17,P10,5326,08/01/2019,09/01/2019,LF,7.5,7.28,293.0,11.2,0.076,0.036,0.031,5.4,8.8,0.178,3.29,25.07,0.02,36.0,0.311,18.2,0.112,25.0
17,P11,155,08/01/2019,09/01/2019,VLF,9.8,6.94,248.0,10.9,0.114,0.079,0.071,3.1,4.7,0.078,2.54,20.17,0.02,29.5,0.317,11.2,0.095,38.6
17,P12,178,08/01/2019,09/01/2019,VLF,8.4,6.38,163.0,11.3,0.025,0.015,0.013,4.6,0.9,0.142,3.07,23.64,0.15,31.7,,6.9,0.085,12.1
17,P13,138,08/01/2019,09/01/2019,LF,8.3,6.36,176.0,11.2,0.024,0.011,0.012,3.6,2.5,0.078,2.17,17.78,0.04,26.5,0.108,10.2,0.086,18.2
17,P14,181,08/01/2019,09/01/2019,VLF,8.6,5.0,131.0,11.1,0.016,0.009,0.01,4.1,0.6,0.094,2.28,18.48,0.02,29.3,,6.0,0.077,3.6
17,P15,80,08/01/2019,09/01/2019,VLF,8.7,4.94,126.0,9.3,0.012,0.006,0.01,3.9,0.9,0.078,1.99,16.59,0.04,27.2,,7.0,0.082,3.1
17,P16,500,08/01/2019,09/01/2019,VLF,7.5,6.25,174.0,11.7,0.024,0.011,0.01,4.3,2.5,0.112,2.63,20.8,0.06,26.1,,8.0,0.084,20.2
17,P17,547,08/01/2019,09/01/2019,VLF,9.4,6.68,264.0,11.07,0.041,0.023,0.017,2.9,5.5,0.099,3.43,25.96,0.06,27.8,0.234,14.8,0.09,43.0
17,P18,1439,08/01/2019,09/01/2019,LF,7.3,6.75,189.0,12.0,0.024,0.012,0.011,4.1,2.1,0.112,2.73,21.43,0.05,23.8,,19.3,,19.8
17,P19,587,08/01/2019,09/01/2019,LF,9.1,6.95,288.0,11.4,0.042,0.021,0.02,3.2,4.1,0.09,2.79,21.81,0.02,26.3,0.185,15.1,0.091,63.6
17,P20,933,08/01/2019,09/01/2019,VLF,8.5,7.02,255.0,10.9,0.061,0.046,0.035,4.4,5.9,0.157,3.6,27.12,0.02,26.5,0.255,15.9,0.096,37.6
17,P21,459,08/01/2019,09/01/2019,,,,,,,,,,,,,,,,,,,
17,P22,1092,08/01/2019,09/01/2019,VLF,8.7,7.11,316.0,11.7,0.039,0.026,0.019,4.5,5.8,0.142,3.13,24.06,0.07,34.3,0.212,25.9,0.126,43.5
17,P23,458,08/01/2019,09/01/2019,VLF,8.6,6.97,271.0,11.2,0.031,0.02,0.015,4.1,6.0,0.131,3.23,24.71,0.1,30.1,0.221,20.0,0.104,34.0
17,P24,145,08/01/2019,09/01/2019,VLF,8.7,6.78,335.0,10.1,0.026,0.024,0.015,4.2,4.6,0.121,,,0.06,35.3,0.163,19.3,0.097,67.1
17,P25,414,08/01/2019,09/01/2019,LF,9.3,6.8,313.0,11.5,0.03,0.018,0.014,2.7,4.9,0.081,2.98,23.07,0.15,33.4,0.196,13.9,0.11,63.1
17,P26,113,08/01/2019,09/01/2019,NF,,,,,,,,,,,,,,,,,,
17,P27,1390,08/01/2019,09/01/2019,VLF,8.5,7.26,299.0,11.5,0.125,0.102,0.092,3.9,5.9,0.124,3.21,24.56,0.16,33.7,0.271,15.0,0.105,48.4
17,P28,2363,08/01/2019,09/01/2019,VLF,7.9,7.29,220.0,11.7,0.092,0.063,0.048,6.2,4.6,0.2,3.22,24.64,0.05,29.8,0.266,12.9,0.102,21.8
17,P29,156,08/01/2019,09/01/2019,VLF,8.3,7.0,194.0,11.4,0.027,0.017,0.014,6.3,2.7,0.237,3.78,28.27,0.04,23.5,0.134,12.3,0.087,26.3
17,P1sup,3484,08/01/2019,09/01/2019,VLF,8.1,7.24,260.0,11.8,0.039,0.025,0.017,4.1,5.4,0.132,3.2,24.49,0.03,33.6,0.239,19.5,0.113,23.5
17,P2sup,8951,08/01/2019,09/01/2019,LF,7.4,7.36,304.0,11.6,0.069,0.037,0.029,7.3,7.8,0.151,2.07,17.11,0.18,35.0,0.297,20.4,0.111,31.4
17,P3sup,25540,08/01/2019,09/01/2019,LF,7.5,7.36,296.0,11.9,0.049,0.035,0.023,4.7,6.8,0.147,3.13,24.05,0.26,34.5,0.247,19.1,0.111,35.7
17,YV2,30025,08/01/2019,09/01/2019,LF,7.2,7.16,289.0,12.18,0.051,0.029,0.022,3.6,6.9,0.141,3.86,28.82,0.06,33.4,0.244,18.7,0.107,36.2
18,P01,1262,23/01/2019,27/01/2019,LF,6.4,7.03,194.2,11.47,0.035,0.018,0.015,5.8,4.1,0.185,3.19,24.43,0.02,25.2,0.162,15.8,0.109,11.2
18,P02,553,23/01/2019,27/01/2019,VLF,5.8,7.08,229.0,11.59,0.073,0.029,0.019,6.9,5.0,0.291,4.24,31.29,0.06,28.8,0.211,12.4,0.11,26.9
18,P03,629,23/01/2019,27/01/2019,VLF,6.3,7.06,234.0,11.74,0.042,0.018,0.015,6.6,3.9,0.266,4.0,29.68,0.02,30.2,0.171,13.5,0.091,30.5
18,P04,599,23/01/2019,27/01/2019,LF,5.7,7.21,264.0,12.1,0.089,0.025,0.018,6.4,6.2,0.264,4.11,30.46,0.07,31.1,0.252,15.6,0.096,31.7
18,P05,431,23/01/2019,27/01/2019,LF,5.5,7.22,303.0,11.91,0.139,0.031,0.019,5.8,7.0,0.256,4.42,32.42,0.07,30.9,0.263,22.0,0.108,42.5
18,P06,7239,23/01/2019,27/01/2019,VLF,5.9,7.35,259.0,11.98,0.071,0.038,0.024,5.0,6.3,0.173,3.44,26.05,0.13,33.0,0.272,18.1,0.117,21.6
18,P07,361,23/01/2019,27/01/2019,LF,6.9,7.22,285.0,11.66,0.04,0.019,0.014,4.6,4.7,0.199,4.3,31.7,0.05,33.3,0.181,10.9,0.119,53.1
18,P08,1279,23/01/2019,27/01/2019,LF,6.0,7.33,294.0,12.02,0.102,0.03,0.019,2.3,8.5,0.121,5.25,37.87,0.13,31.1,0.288,16.6,0.113,41.3
18,P09,12044,23/01/2019,27/01/2019,LF,6.0,7.32,299.0,12.04,0.059,0.021,0.016,4.8,6.6,0.193,3.99,29.65,0.06,35.5,0.243,19.5,0.112,36.4
18,P10,5326,23/01/2019,27/01/2019,LF,5.6,7.31,282.0,11.53,0.123,0.053,0.035,7.7,9.3,0.249,3.22,24.61,,35.4,0.335,16.9,0.113,18.1
18,P11,155,23/01/2019,27/01/2019,VLF,7.0,7.07,272.0,10.75,0.31,0.163,0.098,7.7,10.2,0.273,3.55,26.8,,29.4,0.465,12.8,0.09,27.2
18,P12,178,23/01/2019,27/01/2019,VLF,5.9,6.36,152.0,11.95,0.038,0.018,0.015,5.6,1.0,0.184,3.3,25.17,,32.2,,6.1,0.086,7.2
18,P13,138,23/01/2019,27/01/2019,LF,5.9,6.42,165.0,11.72,0.038,0.015,0.014,4.2,2.3,0.095,2.29,18.53,,27.3,,9.5,0.09,12.1
18,P14,181,23/01/2019,27/01/2019,VLF,6.3,5.12,129.1,11.5,0.025,0.011,0.012,4.1,0.5,0.094,2.3,18.64,0.02,29.3,,5.8,0.08,2.7
18,P15,80,23/01/2019,27/01/2019,VLF,7.2,5.07,120.4,8.84,0.021,0.012,0.012,4.0,0.9,0.086,2.15,17.62,0.03,26.1,,6.9,0.083,2.3
18,P16,500,23/01/2019,27/01/2019,VLF,5.7,6.38,161.9,11.99,0.029,0.026,0.013,4.6,2.4,0.13,2.84,22.13,0.02,26.2,,7.8,0.087,13.0
18,P17,547,23/01/2019,27/01/2019,VLF,6.8,6.89,250.0,11.7,0.061,0.028,0.019,4.4,6.2,0.142,3.25,24.82,0.02,27.5,0.235,15.4,0.092,32.1
18,P18,1439,23/01/2019,27/01/2019,LF,5.7,6.96,174.7,12.19,0.027,0.021,0.013,4.1,2.3,0.127,3.07,23.65,0.02,23.5,,17.7,0.076,13.2
18,P19,587,23/01/2019,27/01/2019,LF,,,,,0.059,0.036,0.02,3.3,4.8,0.131,3.93,29.26,0.11,27.6,0.199,16.7,0.095,50.1
18,P20,933,23/01/2019,27/01/2019,VLF,,,,,0.141,0.086,0.049,7.8,7.2,0.257,3.29,25.1,0.29,28.9,0.336,16.4,0.102,25.2
18,P21,459,23/01/2019,27/01/2019,,,,,,,,,,,,,,,,,,,
18,P22,1092,23/01/2019,27/01/2019,VLF,,,,,0.061,0.027,0.021,4.8,6.5,0.164,3.42,25.92,0.07,35.6,0.239,26.1,0.134,32.0
18,P23,458,23/01/2019,27/01/2019,VLF,,,,,0.044,0.03,0.018,4.3,6.8,0.165,3.83,28.6,0.08,31.8,0.236,19.9,0.106,25.5
18,P24,145,23/01/2019,27/01/2019,VLF,,,,,0.046,0.023,0.018,4.0,5.0,0.148,3.73,27.96,0.07,36.7,0.168,19.3,0.101,47.7
18,P25,414,23/01/2019,27/01/2019,LF,7.0,7.14,309.0,11.77,0.07,0.02,0.016,4.8,5.9,0.156,3.25,24.84,0.02,34.9,0.229,15.7,0.113,50.0
18,P26,113,23/01/2019,27/01/2019,LF,6.2,6.95,319.0,10.52,0.188,0.107,0.054,9.3,8.0,0.236,2.53,20.11,0.02,30.6,0.666,18.1,0.121,48.4
18,P27,1390,23/01/2019,27/01/2019,VLF,6.0,7.28,296.0,11.85,0.196,0.133,0.079,4.9,6.6,0.175,3.54,26.71,0.08,34.5,0.452,14.5,0.104,40.7
18,P28,2363,23/01/2019,27/01/2019,VLF,5.8,7.41,226.0,12.06,0.146,0.076,0.041,13.0,0.3,0.273,2.09,17.28,0.02,32.1,0.245,12.2,0.111,15.8
18,P29,156,23/01/2019,27/01/2019,VLF,6.2,7.08,182.0,11.88,0.044,0.023,0.017,7.5,2.8,0.293,3.92,29.2,0.01,25.2,0.133,11.4,0.094,17.0
18,P1sup,3484,23/01/2019,27/01/2019,VLF,5.9,7.33,246.0,12.04,0.061,0.036,0.02,4.8,5.6,0.173,3.58,26.96,0.05,31.4,0.22,17.8,0.114,20.5
18,P2sup,8951,23/01/2019,27/01/2019,LF,5.3,7.41,293.0,11.72,0.096,0.068,0.032,5.5,9.3,0.185,3.35,25.5,0.02,35.6,0.312,19.1,0.117,22.1
